date_of_birth_year,Age in Last Interview,height_cm,weight_kg,education_level,date_of_birth_month
1964,44.0,146.5,42.1,3.0,1
1964,44.0,146.5,42.1,3.0,1
1990,18.0,101.7,16.7,3.0,2
1991,16.0,87.4,11.4,2.0,7
1950,58.0,153.2,52.7,3.0,4
1979,28.0,161.3,48.7,1.0,11
1984,24.0,157.3,53.1,3.0,2
1967,40.0,142.6,44.2,1.0,6
1989,19.0,100.9,14.8,3.0,4
1989,19.0,100.9,14.8,3.0,4
1993,14.0,67.9,5.8,3.0,8
1941,59.0,144.8,57.4,1.0,11
1948,66.0,153.3,47.6,1.0,3
1948,59.0,145.8,50.0,1.0,6
1965,43.0,164.2,63.8,3.0,3
1963,44.0,144.0,46.3,1.0,6
1983,24.0,131.7,27.7,3.0,7
1989,18.0,108.2,17.7,3.0,6
1992,15.0,75.5,9.6,2.0,6
1948,55.0,159.2,60.4,1.0,12
1981,26.0,155.4,30.5,2.0,11
1981,26.0,155.4,30.5,3.0,11
1985,22.0,139.0,20.0,3.0,11
1982,26.0,147.3,39.6,2.0,1
1982,26.0,147.3,39.6,2.0,1
1982,26.0,147.3,39.6,2.0,1
1984,23.0,126.7,25.3,3.0,6
1955,56.0,164.0,58.4,3.0,12
1958,52.0,154.1,64.3,1.0,9
1984,24.0,124.2,23.5,2.0,2
1984,24.0,124.2,23.5,2.0,2
1983,23.0,121.7,20.9,3.0,11
1983,23.0,121.7,20.9,2.0,11
1986,21.0,106.5,16.0,1.0,11
1991,16.0,76.0,9.8,2.0,12
1991,16.0,76.0,9.8,2.0,12
1958,49.0,143.6,37.1,1.0,1
1954,55.0,166.4,60.9,1.0,10
1950,57.0,154.0,59.4,1.0,7
1980,27.0,154.0,56.0,2.0,4
1980,27.0,154.0,56.0,2.0,4
1982,25.0,139.2,30.9,2.0,11
1982,25.0,139.2,30.9,2.0,11
1966,44.0,174.0,55.2,1.0,4
1972,38.0,144.7,50.2,1.0,10
1989,18.0,98.9,14.2,1.0,11
1989,18.0,98.9,14.2,2.0,11
1962,45.0,148.4,54.6,3.0,7
1986,21.0,114.0,21.4,3.0,5
1962,45.0,165.0,50.0,3.0,9
1989,18.0,94.3,13.4,3.0,10
1956,51.0,156.6,51.7,2.0,3
1964,44.0,154.3,52.8,2.0,3
1945,63.0,160.5,50.3,1.0,4
1988,19.0,103.5,16.4,3.0,7
1989,18.0,98.5,13.5,3.0,11
1969,38.0,153.3,62.9,1.0,10
1970,37.0,142.6,45.0,2.0,10
1992,15.0,73.5,8.2,3.0,10
1963,44.0,148.5,54.2,1.0,11
1983,24.0,137.0,29.2,3.0,9
1983,24.0,137.0,29.2,3.0,9
1985,22.0,125.8,25.2,3.0,1
1940,72.0,148.8,48.5,1.0,9
1953,54.0,165.0,65.3,3.0,10
1955,52.0,145.8,51.3,1.0,12
1980,27.0,147.6,40.0,3.0,5
1985,22.0,123.5,23.1,3.0,7
1982,26.0,131.3,26.0,3.0,10
1991,16.0,82.0,10.4,3.0,2
1964,36.0,166.0,51.4,1.0,8
1991,16.0,84.3,10.9,3.0,2
1991,16.0,84.3,10.9,3.0,2
1991,16.0,84.3,10.9,3.0,2
1944,63.0,145.8,56.4,3.0,10
1979,22.0,145.8,45.2,3.0,2
1966,41.0,152.7,54.5,1.0,10
1972,35.0,149.5,42.3,1.0,3
1993,15.0,70.0,7.8,3.0,3
1984,24.0,129.8,23.8,3.0,3
1988,19.0,104.5,14.5,3.0,6
1965,42.0,169.9,64.0,1.0,8
1965,42.0,169.9,64.0,1.0,8
1958,49.0,149.5,41.5,1.0,6
1954,53.0,148.2,45.8,3.0,9
1983,24.0,133.7,24.4,2.0,8
1986,21.0,99.8,17.3,3.0,6
1986,21.0,99.8,17.3,3.0,6
1992,15.0,85.7,10.8,2.0,7
1963,44.0,149.8,47.1,1.0,10
1988,19.0,105.4,14.8,3.0,9
1988,19.0,105.4,14.8,3.0,9
1991,16.0,83.5,10.7,3.0,3
1982,25.0,143.6,41.6,3.0,9
1952,55.0,148.0,60.2,2.0,11
1983,24.0,128.7,26.8,3.0,11
1983,24.0,128.7,26.8,3.0,11
1955,52.0,152.4,49.7,1.0,7
1981,26.0,149.0,34.0,3.0,12
1981,26.0,149.0,34.0,3.0,12
1951,56.0,148.5,63.0,3.0,1
1981,26.0,139.7,27.4,3.0,8
1984,23.0,131.0,24.8,3.0,2
1945,59.0,149.7,63.0,1.0,5
1981,26.0,142.3,30.8,3.0,4
1958,50.0,148.5,64.9,3.0,8
1982,25.0,143.8,37.6,3.0,2
1937,70.0,158.2,53.2,1.0,2
1983,24.0,137.0,30.0,3.0,9
1954,53.0,144.9,50.8,1.0,5
1979,28.0,151.3,43.8,3.0,7
1954,52.0,167.0,73.1,3.0,12
1964,43.0,150.5,60.1,3.0,6
1964,43.0,150.5,60.1,3.0,6
1990,17.0,88.8,11.5,3.0,9
1990,17.0,88.8,11.5,3.0,9
1936,69.0,161.4,63.0,3.0,6
1940,67.0,157.8,49.1,1.0,12
1941,66.0,144.8,60.3,1.0,4
1939,67.0,148.0,47.5,2.0,12
1949,58.0,150.5,49.2,3.0,10
1982,25.0,137.8,29.6,3.0,9
1957,50.0,149.0,53.2,2.0,9
1981,26.0,151.0,46.2,3.0,4
1981,26.0,151.0,46.2,3.0,4
1951,56.0,153.7,50.0,3.0,4
1942,58.0,153.0,47.9,2.0,8
1939,68.0,150.0,78.7,3.0,7
1942,65.0,152.4,56.1,2.0,12
1943,64.0,155.0,60.8,2.0,7
1980,27.0,150.3,48.0,3.0,4
1980,27.0,150.3,48.0,3.0,4
1927,80.0,164.0,73.8,3.0,12
1936,64.0,167.0,63.1,3.0,7
1992,8.0,79.0,9.6,3.0,12
1955,60.0,145.5,53.6,1.0,5
1972,37.0,150.5,35.6,3.0,6
1986,21.0,120.8,24.5,3.0,8
1954,53.0,151.0,67.9,2.0,9
1940,65.0,154.3,63.0,2.0,12
1951,56.0,152.5,56.6,3.0,6
1962,44.0,147.8,47.0,3.0,12
1985,22.0,119.0,21.2,3.0,2
1938,69.0,163.3,64.3,3.0,8
1942,65.0,144.6,48.3,3.0,10
1957,51.0,154.0,40.9,1.0,2
1957,50.0,154.3,43.1,1.0,5
1983,25.0,123.7,20.2,3.0,2
1945,58.0,159.0,43.9,3.0,7
1970,37.0,0.0,0.0,3.0,9
1983,24.0,127.3,27.4,3.0,7
1938,69.0,156.9,53.5,1.0,12
1945,62.0,157.0,57.3,3.0,4
1945,62.0,143.7,52.1,3.0,5
1961,46.0,149.0,71.5,3.0,9
1963,41.0,161.5,47.8,2.0,4
1963,41.0,161.5,47.8,2.0,4
1963,46.0,146.9,43.7,1.0,10
1990,17.0,86.5,10.7,3.0,5
1953,54.0,159.0,55.3,1.0,6
1956,54.0,143.8,53.0,1.0,12
1983,24.0,130.3,29.9,3.0,10
1985,22.0,124.8,25.5,2.0,7
1985,22.0,124.8,25.5,3.0,7
1990,17.0,97.2,15.5,3.0,3
1991,16.0,84.0,12.4,3.0,9
1951,56.0,152.6,41.7,2.0,7
1981,26.0,131.2,28.1,2.0,5
1981,26.0,131.2,28.1,1.0,5
1985,22.0,117.5,18.7,3.0,3
1985,22.0,117.5,18.7,3.0,3
1986,21.0,111.8,15.5,3.0,5
1954,53.0,152.3,68.7,2.0,9
1986,21.0,119.3,22.2,3.0,8
1935,72.0,137.0,43.1,2.0,7
1952,55.0,155.8,48.3,1.0,10
1955,51.0,150.0,42.1,1.0,12
1982,27.0,159.3,47.4,3.0,6
1982,26.0,136.9,31.5,2.0,4
1989,17.0,93.8,13.1,3.0,12
1958,49.0,167.0,56.2,2.0,9
1963,47.0,149.7,42.8,1.0,3
1980,27.0,138.0,28.4,1.0,8
1990,17.0,90.0,11.8,1.0,10
1967,39.0,156.0,70.2,2.0,11
1986,21.0,116.8,18.4,3.0,6
1990,17.0,88.5,11.3,3.0,5
1991,16.0,84.9,10.5,3.0,8
1954,50.0,149.5,72.3,1.0,12
1981,26.0,132.5,28.0,2.0,9
1981,26.0,132.5,28.0,3.0,9
1986,24.0,116.0,21.2,2.0,5
1986,24.0,116.0,21.2,2.0,5
1954,52.0,155.3,63.0,2.0,12
1957,50.0,153.3,53.5,1.0,11
1980,27.0,137.2,29.7,3.0,6
1980,27.0,137.2,29.7,3.0,6
1982,25.0,126.0,24.2,3.0,10
1962,45.0,156.2,67.1,3.0,8
1967,40.0,145.5,44.2,3.0,3
1983,24.0,132.3,21.7,3.0,5
1957,49.0,160.0,58.0,2.0,1
1968,39.0,154.4,44.6,2.0,12
1987,20.0,118.1,20.2,2.0,4
1964,43.0,161.5,58.3,3.0,7
1971,37.0,151.4,42.7,3.0,2
1989,19.0,106.2,16.8,3.0,2
1989,19.0,106.2,16.8,3.0,2
1992,15.0,76.0,9.1,3.0,8
1964,44.0,140.2,34.9,1.0,2
1987,20.0,101.6,14.6,3.0,10
1990,17.0,93.3,12.6,3.0,5
1990,17.0,93.3,12.6,3.0,5
1952,55.0,154.0,52.7,3.0,4
1961,46.0,148.5,49.3,3.0,6
1983,23.0,0.0,0.0,3.0,12
1986,21.0,0.0,0.0,3.0,8
1956,51.0,149.6,54.2,2.0,5
1981,26.0,149.6,35.3,3.0,8
1981,26.0,149.6,35.3,3.0,8
1983,23.0,128.3,23.5,3.0,12
1966,41.0,159.7,51.5,3.0,10
1972,38.0,168.0,70.5,2.0,4
1962,45.0,162.3,51.9,2.0,6
1965,42.0,153.3,48.7,3.0,5
1959,48.0,159.0,63.2,3.0,7
1968,39.0,153.0,52.8,1.0,8
1985,22.0,111.8,19.9,3.0,10
1988,19.0,101.2,16.9,3.0,7
1988,19.0,101.2,16.9,3.0,7
1960,47.0,166.0,67.5,3.0,7
1964,43.0,154.0,54.1,3.0,10
1987,20.0,113.3,17.3,3.0,10
1991,16.0,82.5,10.4,3.0,11
1993,14.0,75.1,9.8,3.0,3
1963,45.0,149.3,49.5,2.0,5
1989,18.0,96.7,13.7,3.0,7
1964,44.0,153.4,61.6,3.0,4
1969,40.0,148.2,44.6,3.0,3
1980,27.0,140.7,28.4,3.0,9
1982,25.0,120.1,16.6,2.0,9
1982,25.0,139.2,26.6,3.0,5
1950,57.0,163.9,75.2,3.0,11
1962,45.0,156.0,49.7,3.0,10
1984,23.0,118.2,20.0,3.0,8
1993,14.0,71.7,8.2,3.0,4
1982,25.0,133.5,30.8,2.0,8
1954,53.0,145.9,56.6,3.0,5
1956,51.0,150.1,62.2,1.0,7
1935,72.0,149.3,53.4,1.0,12
1986,15.0,118.2,20.1,3.0,1
1983,17.0,130.2,25.5,3.0,11
1984,16.0,123.7,20.6,3.0,4
1947,53.0,166.0,60.9,2.0,7
1949,51.0,152.0,44.4,1.0,3
1969,38.0,147.4,41.0,3.0,4
1957,50.0,140.5,51.2,1.0,8
1981,26.0,141.3,42.4,3.0,9
1989,19.0,97.5,14.0,3.0,2
1989,19.0,97.5,14.0,3.0,2
1955,53.0,163.2,68.1,1.0,3
1958,49.0,140.1,49.9,1.0,12
1991,16.0,78.2,9.2,3.0,7
1980,28.0,147.3,34.5,3.0,4
1980,28.0,147.3,34.5,3.0,4
1983,24.0,130.6,23.5,3.0,9
1943,66.0,161.6,47.7,1.0,5
1978,29.0,160.8,44.0,3.0,5
1978,29.0,160.8,44.0,3.0,5
1944,63.0,138.9,44.6,1.0,3
1968,39.0,144.5,36.1,2.0,8
1968,39.0,144.5,36.1,3.0,8
1985,22.0,114.1,21.1,3.0,10
1987,20.0,103.5,14.5,3.0,7
1989,18.0,88.8,10.3,3.0,2
1979,60.0,157.2,46.1,1.0,12
1940,67.0,148.3,48.5,1.0,4
1960,47.0,162.1,51.8,2.0,5
1960,47.0,162.1,51.8,1.0,5
1964,44.0,161.0,58.1,3.0,5
1959,48.0,157.4,59.4,3.0,10
1986,21.0,112.6,18.2,3.0,5
1990,17.0,90.2,12.8,3.0,5
1945,62.0,147.5,56.4,3.0,8
1978,29.0,151.6,44.4,3.0,11
1983,24.0,124.2,24.5,3.0,3
1969,31.0,152.5,44.1,2.0,7
1959,47.0,146.6,45.8,1.0,10
1979,29.0,149.4,40.7,3.0,4
1979,29.0,149.4,40.7,3.0,4
1980,25.0,140.9,34.0,3.0,10
1980,25.0,140.9,34.0,3.0,10
1958,50.0,144.1,47.0,2.0,1
1982,25.0,139.9,33.3,3.0,2
1982,25.0,139.9,33.3,3.0,2
1989,18.0,96.0,13.2,3.0,11
1989,18.0,96.0,13.2,3.0,11
1953,53.0,163.3,71.0,3.0,12
1956,51.0,143.1,57.6,1.0,12
1986,21.0,103.1,14.6,3.0,8
1989,18.0,94.5,13.2,3.0,12
1983,24.0,121.8,24.8,1.0,7
1983,24.0,121.8,24.8,2.0,7
1991,16.0,84.9,10.5,3.0,3
1962,45.0,142.9,37.3,1.0,5
1948,59.0,156.0,48.9,1.0,3
1963,47.0,143.1,42.3,1.0,8
1948,59.0,146.9,39.0,1.0,11
1982,25.0,123.6,24.3,3.0,7
1984,23.0,116.0,20.5,3.0,10
1962,45.0,152.5,47.5,2.0,6
1983,24.0,124.2,21.0,3.0,5
1983,24.0,124.2,21.0,3.0,5
1987,20.0,110.3,17.3,3.0,3
1987,20.0,110.3,17.3,3.0,3
1932,75.0,158.2,53.3,1.0,6
1957,60.0,153.9,55.7,1.0,6
1984,23.0,122.3,22.6,3.0,8
1985,22.0,112.9,18.6,3.0,4
1962,46.0,158.7,44.3,1.0,1
1961,47.0,151.5,60.0,1.0,12
1984,23.0,128.6,26.5,3.0,3
1947,60.0,159.8,65.6,3.0,7
1948,59.0,145.3,44.7,3.0,3
1952,55.0,162.6,87.1,3.0,11
1950,57.0,156.5,72.6,3.0,5
1988,20.0,120.0,21.0,3.0,1
1947,60.0,167.0,69.8,2.0,5
1958,49.0,152.3,62.9,2.0,4
1959,48.0,154.3,43.1,2.0,8
1978,29.0,154.8,57.9,3.0,4
1978,29.0,154.8,57.9,3.0,4
1980,28.0,152.0,39.0,3.0,2
1965,42.0,150.3,43.5,1.0,7
1965,42.0,150.3,43.5,1.0,7
1984,23.0,122.0,20.4,3.0,2
1984,23.0,122.0,20.4,3.0,2
1987,20.0,109.7,15.9,1.0,11
1987,20.0,109.7,15.9,1.0,11
1971,37.0,152.0,49.7,3.0,4
1983,24.0,121.9,22.1,3.0,7
1993,14.0,35.0,4.8,1.0,10
1983,24.0,130.2,25.4,3.0,10
1986,21.0,109.1,16.3,3.0,9
1950,59.0,161.6,55.5,1.0,12
1958,52.0,0.0,0.0,1.0,7
1977,30.0,159.5,35.8,3.0,9
1977,30.0,159.5,35.8,3.0,9
1985,22.0,125.4,20.6,3.0,5
1988,19.0,0.0,0.0,3.0,5
1958,51.0,145.0,53.6,1.0,5
1985,22.0,129.5,26.6,2.0,10
1985,22.0,129.5,26.6,1.0,10
1989,18.0,92.9,12.8,2.0,8
1989,18.0,92.9,12.8,2.0,8
1993,15.0,69.0,7.9,3.0,3
1993,15.0,69.0,7.9,3.0,3
1978,29.0,151.2,46.3,3.0,9
1978,29.0,151.2,46.3,3.0,9
1957,51.0,162.5,65.9,2.0,6
1960,52.0,152.8,41.5,1.0,7
1985,22.0,120.2,20.3,2.0,8
1985,22.0,120.2,20.3,1.0,8
1988,18.0,95.3,13.3,2.0,12
1988,18.0,95.3,13.2,2.0,12
1967,40.0,156.8,52.8,1.0,10
1967,40.0,156.8,52.8,1.0,10
1989,19.0,94.9,12.5,2.0,9
1989,19.0,94.9,12.5,2.0,9
1989,19.0,94.9,12.5,1.0,9
1983,25.0,125.4,23.2,3.0,5
1946,66.0,160.3,46.7,1.0,11
1987,20.0,101.6,14.8,1.0,5
1987,20.0,101.6,14.8,1.0,5
1989,18.0,94.8,14.4,3.0,5
1989,18.0,94.8,14.4,3.0,5
1992,16.0,77.0,9.3,3.0,1
1950,57.0,156.6,57.4,3.0,6
1952,55.0,159.2,59.6,3.0,11
1959,49.0,155.6,43.1,1.0,3
1963,49.0,146.2,52.1,1.0,7
1990,17.0,92.8,12.3,1.0,8
1952,57.0,168.0,70.2,3.0,3
1971,37.0,148.9,39.9,2.0,2
1991,17.0,98.4,11.7,3.0,9
1955,66.0,152.7,44.6,1.0,10
1963,36.0,0.0,0.0,2.0,6
1971,29.0,156.4,51.0,1.0,11
1989,11.0,95.3,11.9,2.0,5
1989,11.0,95.3,11.9,2.0,5
1982,25.0,123.0,23.3,2.0,11
1947,60.0,165.0,70.0,3.0,7
1951,57.0,147.2,39.5,3.0,10
1980,27.0,156.9,70.9,3.0,3
1941,66.0,147.1,74.4,1.0,4
1960,39.0,160.3,47.2,3.0,11
1980,20.0,150.4,37.2,3.0,6
1984,16.0,131.6,29.8,1.0,7
1990,10.0,92.5,11.8,3.0,9
1992,15.0,73.2,8.7,3.0,12
1992,15.0,73.2,8.7,3.0,12
1947,60.0,164.6,62.4,3.0,8
1950,54.0,153.0,58.8,2.0,12
1985,22.0,125.9,29.1,3.0,5
1944,63.0,146.3,41.7,1.0,10
1939,68.0,158.4,54.1,3.0,4
1949,58.0,151.6,59.3,1.0,5
1979,28.0,167.3,40.1,3.0,5
1953,55.0,141.5,56.2,3.0,1
1983,24.0,125.8,24.4,3.0,2
1987,20.0,103.1,15.8,3.0,7
1990,18.0,89.2,11.0,3.0,2
1990,18.0,89.2,11.0,3.0,2
1992,15.0,73.0,7.4,3.0,8
1940,67.0,165.1,61.5,1.0,12
1949,58.0,145.5,47.9,1.0,12
1980,27.0,139.2,31.2,3.0,3
1957,50.0,158.4,64.9,3.0,8
1959,49.0,149.3,69.5,3.0,5
1984,24.0,127.5,25.4,3.0,3
1944,63.0,161.2,68.4,3.0,11
1946,61.0,149.5,53.8,3.0,5
1983,24.0,133.4,25.0,3.0,6
1983,24.0,133.4,25.0,3.0,6
1986,21.0,113.4,17.9,3.0,10
1986,21.0,113.4,17.9,3.0,10
1945,62.0,153.2,42.9,3.0,10
1973,34.0,148.7,51.1,3.0,8
1973,34.0,148.7,51.1,3.0,8
1952,56.0,158.4,60.7,3.0,3
1954,53.0,153.6,65.5,3.0,10
1983,24.0,134.5,26.5,3.0,3
1983,24.0,134.5,26.5,3.0,3
1989,18.0,98.2,13.4,3.0,5
1989,18.0,98.2,13.4,3.0,5
1987,20.0,104.1,16.6,3.0,8
1989,18.0,89.3,12.4,3.0,2
1953,54.0,164.8,62.3,3.0,6
1957,51.0,155.7,75.8,2.0,3
1979,28.0,148.8,36.6,3.0,8
1979,28.0,148.8,36.6,3.0,8
1982,25.0,131.9,28.6,3.0,11
1952,57.0,151.7,64.9,2.0,4
1984,23.0,140.1,22.5,3.0,9
1963,44.0,146.9,45.2,1.0,7
1984,23.0,129.5,24.0,3.0,10
1991,16.0,94.0,10.0,3.0,6
1993,14.0,48.0,3.7,2.0,10
1967,40.0,162.5,70.0,3.0,6
1969,38.0,148.0,43.7,3.0,6
1992,16.0,79.8,11.3,3.0,3
1956,51.0,152.4,43.8,1.0,7
1988,19.0,110.0,15.0,3.0,8
1957,50.0,162.9,49.6,1.0,12
1962,46.0,145.9,57.5,1.0,2
1981,26.0,144.5,35.2,2.0,7
1984,23.0,125.0,19.6,2.0,10
1984,23.0,125.0,19.6,3.0,10
1992,16.0,77.1,9.7,3.0,1
1961,41.0,162.2,47.9,3.0,1
1962,38.0,149.4,41.7,3.0,7
1984,16.0,111.0,16.3,3.0,11
1989,13.0,103.9,14.0,3.0,4
1989,13.0,103.9,14.0,2.0,4
1989,11.0,94.1,11.6,3.0,5
1991,9.0,77.0,8.2,3.0,11
1951,56.0,159.9,77.5,3.0,11
1969,38.0,163.9,56.4,3.0,7
1971,34.0,143.9,51.9,2.0,7
1949,58.0,156.2,60.1,3.0,8
1952,55.0,163.6,62.3,3.0,9
1965,43.0,148.9,52.9,3.0,2
1939,68.0,144.8,34.7,3.0,2
1959,48.0,168.8,54.8,3.0,8
1956,51.0,160.8,51.3,2.0,12
1958,49.0,150.0,56.3,1.0,6
1985,22.0,116.5,20.3,2.0,1
1988,20.0,105.5,17.4,2.0,12
1988,20.0,105.5,17.4,2.0,12
1990,16.0,85.5,11.5,2.0,12
1992,15.0,70.6,7.8,2.0,11
1962,45.0,159.5,49.0,2.0,3
1968,39.0,148.9,49.2,2.0,6
1968,39.0,148.9,49.2,2.0,6
1971,35.0,165.8,60.8,1.0,6
1943,59.0,144.7,48.4,3.0,11
1973,33.0,156.5,41.4,2.0,8
1973,33.0,156.5,41.4,3.0,8
1953,54.0,159.7,80.9,2.0,4
1981,26.0,144.7,45.5,3.0,10
1981,26.0,144.7,45.5,3.0,10
1984,24.0,127.5,26.5,3.0,2
1984,24.0,127.5,26.5,3.0,2
1974,33.0,0.0,0.0,2.0,7
1952,55.0,155.5,58.9,1.0,6
1991,16.0,84.0,8.0,1.0,5
1961,39.0,160.5,42.5,2.0,9
1985,15.0,120.0,20.9,2.0,7
1958,45.0,164.3,62.1,3.0,3
1959,48.0,142.5,49.6,1.0,11
1993,15.0,55.5,5.2,2.0,9
1945,70.0,161.5,54.0,1.0,12
1989,18.0,93.8,11.7,1.0,9
1989,18.0,93.8,11.7,2.0,9
1952,55.0,153.4,55.2,1.0,10
1981,26.0,143.9,32.8,2.0,5
1984,23.0,129.8,28.5,3.0,7
1953,54.0,158.4,44.1,2.0,8
1965,43.0,157.4,82.9,1.0,2
1980,27.0,154.3,47.9,3.0,6
1980,27.0,154.3,47.9,3.0,6
1948,59.0,165.8,63.9,1.0,12
1955,52.0,142.1,40.7,2.0,5
1979,28.0,154.3,38.3,3.0,6
1979,28.0,154.3,38.3,3.0,6
1985,23.0,122.8,23.3,3.0,5
1950,57.0,160.0,47.4,1.0,11
1950,57.0,144.5,37.3,1.0,11
1977,30.0,153.4,67.3,3.0,5
1977,30.0,153.4,67.3,3.0,5
1983,24.0,129.3,36.7,3.0,7
1983,24.0,129.3,36.7,3.0,7
1993,14.0,41.2,4.7,3.0,10
1955,52.0,147.2,59.2,3.0,9
1981,26.0,150.8,31.4,3.0,3
1980,27.0,156.1,45.5,3.0,12
1954,53.0,164.6,61.2,3.0,3
1954,53.0,164.6,61.2,3.0,3
1963,44.0,153.7,58.2,2.0,9
1963,44.0,153.7,58.2,3.0,9
1984,23.0,128.8,27.1,3.0,12
1984,23.0,128.8,27.1,3.0,12
1986,21.0,121.8,21.4,3.0,3
1986,21.0,121.8,21.4,3.0,3
1968,39.0,161.9,58.6,2.0,8
1958,49.0,157.2,54.8,2.0,9
1963,44.0,147.5,46.0,1.0,6
1983,24.0,124.9,24.3,3.0,6
1983,24.0,124.9,24.3,3.0,6
1986,21.0,109.7,16.2,3.0,9
1986,21.0,109.7,16.2,3.0,9
1993,14.0,68.0,7.3,3.0,6
1970,37.0,145.0,42.5,1.0,1
1949,60.0,170.9,53.7,1.0,6
1956,51.0,142.3,44.2,1.0,12
1985,22.0,122.2,19.0,3.0,3
1989,19.0,102.7,15.3,3.0,1
1961,46.0,157.8,64.9,3.0,11
1967,40.0,151.6,43.2,3.0,12
1946,61.0,163.0,55.8,3.0,9
1946,61.0,148.3,68.6,3.0,9
1976,32.0,157.0,46.1,3.0,6
1979,28.0,151.7,43.5,3.0,3
1980,27.0,152.3,49.3,3.0,10
1980,27.0,152.3,49.3,3.0,10
1960,47.0,162.6,77.2,2.0,12
1963,44.0,145.2,37.7,2.0,12
1988,19.0,104.3,15.7,3.0,7
1981,26.0,142.2,38.9,3.0,5
1949,58.0,164.3,61.4,2.0,9
1956,51.0,156.8,59.5,2.0,3
1981,26.0,139.2,29.3,3.0,2
1984,23.0,125.9,23.8,3.0,7
1986,21.0,115.5,21.3,3.0,11
1933,74.0,157.8,50.8,1.0,12
1958,49.0,164.1,65.8,1.0,12
1962,45.0,144.0,66.2,1.0,10
1984,24.0,124.2,22.7,2.0,3
1984,24.0,124.2,22.7,2.0,3
1986,21.0,113.6,17.6,2.0,12
1986,21.0,113.6,17.6,2.0,12
1953,66.0,162.7,58.2,1.0,2
1957,50.0,143.8,53.3,1.0,11
1981,26.0,138.0,24.6,1.0,8
1984,23.0,130.2,21.1,1.0,11
1984,23.0,130.2,21.1,1.0,11
1980,25.0,137.2,31.5,2.0,1
1980,25.0,137.2,31.5,2.0,1
1959,48.0,151.7,62.6,1.0,4
1980,28.0,135.7,30.1,3.0,4
1980,28.0,135.7,30.1,3.0,4
1993,14.0,61.2,6.2,3.0,6
1946,61.0,156.5,63.0,1.0,3
1980,28.0,152.4,54.3,1.0,3
1980,28.0,152.4,54.3,1.0,3
1985,23.0,124.5,21.1,2.0,10
1966,41.0,156.9,51.3,3.0,10
1991,16.0,92.3,13.3,3.0,5
1992,15.0,77.0,8.3,3.0,10
1934,71.0,147.7,45.1,1.0,11
1966,40.0,166.9,50.3,1.0,5
1968,39.0,143.7,41.7,1.0,10
1991,16.0,97.2,13.1,3.0,12
1970,35.0,154.8,46.8,1.0,3
1989,18.0,101.4,14.9,3.0,11
1989,18.0,101.4,14.9,3.0,11
1951,57.0,170.3,64.0,1.0,1
1952,56.0,159.0,50.2,2.0,6
1956,51.0,146.2,57.5,2.0,4
1952,55.0,148.9,55.1,3.0,4
1968,39.0,152.2,44.5,2.0,7
1969,38.0,145.8,41.9,3.0,3
1988,19.0,105.2,13.5,3.0,1
1991,16.0,83.5,9.7,3.0,8
1990,16.0,90.5,11.9,3.0,12
1982,26.0,139.7,39.2,2.0,2
1982,26.0,139.7,39.2,2.0,2
1966,42.0,161.0,51.6,3.0,1
1967,40.0,146.7,46.6,3.0,12
1987,20.0,114.4,17.9,3.0,8
1991,17.0,97.2,11.4,3.0,1
1993,14.0,59.9,5.0,1.0,9
1960,47.0,151.8,44.0,1.0,7
1985,22.0,118.0,18.4,1.0,4
1987,20.0,109.3,16.7,3.0,2
1987,20.0,109.3,16.7,3.0,2
1989,18.0,99.0,13.1,2.0,10
1989,18.0,99.0,13.1,2.0,10
1960,46.0,162.7,59.8,2.0,10
1982,25.0,145.7,31.7,3.0,7
1992,15.0,71.7,7.9,2.0,12
1992,15.0,71.7,7.9,2.0,12
1958,49.0,150.5,50.5,3.0,4
1990,18.0,96.4,13.2,3.0,8
1992,15.0,73.3,8.4,3.0,5
1948,59.0,164.4,52.2,3.0,4
1954,53.0,147.0,62.4,1.0,8
1987,21.0,110.1,16.5,3.0,1
1987,21.0,110.1,16.5,3.0,1
1971,37.0,158.4,51.5,3.0,12
1971,32.0,148.4,39.9,1.0,8
1993,14.0,67.3,5.7,3.0,2
1970,37.0,163.9,68.7,2.0,1
1969,39.0,144.4,38.1,2.0,1
1980,27.0,151.2,38.9,3.0,8
1965,35.0,157.0,52.1,2.0,9
1965,35.0,157.0,52.1,2.0,9
1970,31.0,151.7,49.4,2.0,3
1970,31.0,151.7,49.4,2.0,3
1947,62.0,151.4,56.4,1.0,9
1986,21.0,122.4,22.9,3.0,8
1988,19.0,106.0,18.2,3.0,11
1988,19.0,106.0,18.2,3.0,11
1990,16.0,85.5,11.3,3.0,2
1990,16.0,85.5,11.3,3.0,2
1971,36.0,154.0,50.9,3.0,8
1967,40.0,163.0,71.4,3.0,2
1963,45.0,151.8,61.3,2.0,1
1963,47.0,159.1,60.1,3.0,2
1966,42.0,143.0,52.5,2.0,5
1987,20.0,113.3,18.9,3.0,2
1987,20.0,113.3,18.9,3.0,2
1992,15.0,74.6,10.1,2.0,8
1992,15.0,74.6,10.1,2.0,8
1946,62.0,155.3,45.6,3.0,7
1954,53.0,154.1,47.4,2.0,6
1981,26.0,145.6,30.5,3.0,1
1984,23.0,123.1,21.5,3.0,5
1955,52.0,157.7,60.6,3.0,11
1987,21.0,113.1,18.5,3.0,5
1980,27.0,145.9,29.8,3.0,10
1984,24.0,136.6,36.6,3.0,3
1954,53.0,168.1,64.8,3.0,5
1961,46.0,152.5,59.2,3.0,9
